ratio_method,ratio_value,IR_original,clf_name,resampling_method,time_ratio,time_sampling,time_model,time_total
Op,0.578888888888889,0.05,LR,ROS,0.00960803031921387,0.000603437423706055,0.00701045989990234,0.0181140899658203
Op,0.578888888888889,0.05,svmrbf,ROS,0.00949859619140625,0.000550270080566406,0.161384582519531,0.17228102684021
Op,0.578888888888889,0.05,svmlinear,ROS,0.00872302055358887,0.000550508499145508,0.130742788314819,0.140841484069824
Op,0.578888888888889,0.05,RF,ROS,0.00844621658325195,0.000542640686035156,0.147966384887695,0.157748937606812
Op,0.578888888888889,0.05,MLP,ROS,0.00844216346740723,0.000506162643432617,0.16384482383728,0.173519611358643
Op,0.578888888888889,0.05,XGB,ROS,0.0168075561523438,0.00106596946716309,0.136144876480103,0.155614137649536
Op,0.578888888888889,0.05,DT,ADASYN,0.0125257968902588,0.00218534469604492,0.00885915756225586,0.0248904228210449
Op,0.578888888888889,0.05,KNN,ADASYN,0.0107958316802979,0.0018770694732666,0.110188961029053,0.123820543289185
Op,0.578888888888889,0.05,LR,ADASYN,0.00957417488098145,0.00182104110717773,0.00705480575561523,0.0193226337432861
Op,0.578888888888889,0.05,svmrbf,ADASYN,0.00935816764831543,0.00169777870178223,0.158227920532227,0.17011547088623
Op,0.578888888888889,0.05,svmlinear,ADASYN,0.0087583065032959,0.00173735618591309,0.122477293014526,0.133776426315308
Op,0.578888888888889,0.05,RF,ADASYN,0.00853633880615234,0.00169706344604492,0.175411701202393,0.186438798904419
Op,0.578888888888889,0.05,MLP,ADASYN,0.00840139389038086,0.00161504745483398,0.148655652999878,0.15942120552063
Op,0.578888888888889,0.05,XGB,ADASYN,0.0166995525360107,0.0030357837677002,0.139993667602539,0.161267280578613
Op,0.578888888888889,0.05,DT,SMOTE,0.0128772258758545,0.00117349624633789,0.00924539566040039,0.0247888565063477
Op,0.578888888888889,0.05,KNN,SMOTE,0.0106453895568848,0.00111937522888184,0.110329866409302,0.123086214065552
Op,0.578888888888889,0.05,LR,SMOTE,0.00957775115966797,0.00107502937316895,0.00651335716247559,0.0180494785308838
Op,0.578888888888889,0.05,svmrbf,SMOTE,0.00932502746582031,0.000958681106567383,0.153567552566528,0.164674758911133
Op,0.578888888888889,0.05,svmlinear,SMOTE,0.00872683525085449,0.000996828079223633,0.129316568374634,0.139859199523926
Op,0.578888888888889,0.05,RF,SMOTE,0.0085604190826416,0.00100255012512207,0.170992851257324,0.181360721588135
Op,0.578888888888889,0.05,MLP,SMOTE,0.00844907760620117,0.000909805297851563,0.158639907836914,0.168747425079346
Op,0.578888888888889,0.05,XGB,SMOTE,0.0169782638549805,0.00177836418151855,0.148605108261108,0.168933391571045
